L,M,P,kUn,kLn,kU,kL,RF,KF,Trip,TripL,Align,Sim,Node,nPH85,MAST,pathdist,pathdistw,BHV,KC,KCw
5.39157963264E-05,0.000000197,0.4479938768,0.5760129029,0.2092781377,0.2247580029,0.4448174956,20.84,51309.310498163,0.5617794118,13536.1620076888,6.0976334776,0.8495719627,1.2468515277,0.76,8.64,29.0404750299,478853.728655259,41151.3668894831,22.9884857089,232321.055975651
5.45088680321E-05,5.34719388669E-07,0.1262599253,0.6690945049,0.0657390376,0.04756607,0.1158347918,26.12,51184.5829692515,0.6498970588,16027.2348685446,6.0474057609,0.8207135369,1.2322648624,0.9373333333,10.17,33.6684981728,502713.496763502,41852.7345386329,25.0733926489,229058.299834781
5.59572345143E-05,8.18644522131E-07,0.1121163263,0.6799062983,0.0612390434,0.0434140729,0.1108942958,26.16,48042.29134507,0.6455147059,14482.2381509277,6.0026622544,0.8171085788,1.2182421961,0.938,10.27,33.1559990323,460240.475476886,38941.7049803789,25.0702201709,210891.469026855
5.87961979978E-05,2.36557083671E-07,0.7531956992,0.7138993059,0.5049815282,0.4792139564,0.7074484796,13.5,41449.9127127622,0.4183823529,8292.0834936574,5.8767427572,0.8542807806,1.1947787852,0.5113333333,5.98,20.7621966784,349874.048214291,32424.0593127891,19.3380223819,194868.654389908
5.96036132679E-05,7.85871641412E-06,0.1109020537,0.6734675999,0.075976128,0.0575078306,0.1368035979,25.7,57473.0215102959,0.6432205882,16907.4817366309,6.0036954712,0.8376681519,1.2131828239,0.9226666667,10.23,33.1386482617,541922.637447761,45516.9908076966,25.1471609708,256312.201019845
6.27542991607E-05,0.0215979408,0.5831144514,0.5831178045,0.0576134505,0.1293425178,0.0614342096,26.94,52240.4186876032,0.652,14547.1084954004,6.3581060606,0.8854419628,1.2540858909,0.9646666667,10.39,34.5535195845,474168.009193843,41837.1684046826,25.5098862139,241225.387704217
6.39406753134E-05,5.57886793245E-06,0.1303065534,0.6503872832,0.0863699435,0.0676155882,0.1740493192,25.44,47876.8519843158,0.6250441176,12906.0014435418,6.1786233211,0.8236977624,1.2470280091,0.912,10.04,32.8977609288,428579.88853613,38326.1785219863,24.2490364055,216302.613352273
6.60211461457E-05,0.040247171,0.6837508908,0.5895755336,0.0351084465,0.1173504667,0.0185458291,27.18,41729.8231320018,0.6675735294,12423.2298357873,6.5374440837,0.9030245231,1.2796755448,0.972,10.58,34.5790105432,386285.7927529,33815.0773902329,25.5342535158,187537.975276092
6.81464902662E-05,3.55417403343E-07,0.2799772216,0.6015176048,0.1339595893,0.1302890148,0.2741404013,23.76,41307.4869292766,0.6003529412,11495.6842916578,6.1403954102,0.8344426369,1.2570952011,0.8566666667,9.53,30.6197080042,385197.990678674,33142.8648967869,24.1740700925,187397.269901139
6.98596697483E-05,0.0037887042,0.5690628432,0.5894841278,0.1718909527,0.1781813766,0.282828193,23.88,37876.5762690279,0.6063970588,11436.7453605205,6.2075618548,0.8532585847,1.2459127495,0.862,9.48,31.2705125695,375459.056377131,31035.8150628876,23.2862619406,170648.395195408
7.13337770217E-05,0.0183416002,0.6990124098,0.5857565399,0.0825910231,0.1437575786,0.0846242645,26.4,38345.5192763907,0.6437205882,11510.3255389999,6.3714662282,0.8742060577,1.2644945,0.9453333333,10.34,33.8821799217,365826.379735732,30877.8464845818,24.9537358381,174041.521887458
7.44174843769E-05,0.0124242501,0.3947584486,0.6182777278,0.0549541713,0.0807241786,0.0679085837,26.74,39326.8080015693,0.6548676471,12202.0828551288,5.938969808,0.8596914212,1.2008231223,0.9573333333,10.44,34.1317784075,384811.175650684,31598.4043912225,24.6295546264,175908.845655094
7.59154460662E-05,9.94812493204E-06,0.651125328,0.6560508311,0.3788140152,0.3787488225,0.629947232,16.46,38233.9595972416,0.4951617647,8328.9132206193,6.2426926407,0.864340126,1.2354498031,0.61,7.24,24.7388589702,322532.721877664,29957.5056689231,21.4692146521,179627.338383366
7.94420869925E-05,0.0020531521,0.0378919013,0.7251207656,0.0411979866,0.016655055,0.0417601364,27,39318.3875562512,0.6495,12062.1376280896,6.2018437118,0.8132638917,1.2438658261,0.9666666667,10.52,33.9400477362,378478.471972304,31736.1018180877,25.105469104,174788.447448858
8.15426660017E-05,0.13272755,0.7215975318,0.6106369428,0.0146735149,0.1208636,0.0017909601,27.62,35275.3285422323,0.6654117647,10578.9920518631,6.34000111,0.8891764433,1.2395559834,0.9866666667,10.7,34.7414686164,330680.480247733,28405.4217718617,25.3003096688,160717.287950909
8.38562641784E-05,0.0608339164,0.7093591838,0.6076911748,0.0213537728,0.127235582,0.0130489168,27.56,34985.3981057356,0.6616323529,10437.4158936177,6.2967686758,0.8871178517,1.248959445,0.9853333333,10.59,34.8787761658,321587.786540738,28214.9046699811,25.1764442992,159460.872359123
8.53385825974E-05,7.96905133001E-05,0.3101510372,0.6074082964,0.1187433349,0.1305729713,0.2771362537,23.86,35628.8054896999,0.5923382353,9961.4644047332,5.9341425519,0.8336765548,1.2176737719,0.862,9.45,30.786933302,335423.881538747,28758.959487101,23.2191946638,162789.334788558
8.86181660116E-05,0.001011302,0.3214237882,0.607774189,0.1160870271,0.1258534998,0.23626583,24.62,34767.9563048896,0.6016764706,9868.5956325098,6.183755661,0.8297582588,1.2317153245,0.8866666667,9.64,31.7898941139,331164.197443725,28133.6497246053,23.8640284435,158369.294698455
9.19083639357E-05,0.0006174964,0.0829569062,0.7189931261,0.04871062,0.0267067905,0.0666542532,26.6,29636.2600314146,0.6423823529,9471.732457713,5.9675942668,0.797273389,1.2333457074,0.9533333333,10.35,34.3761349974,293557.297208604,24390.2234627363,25.1591500334,129956.113862667
9.38837195606E-05,0.007018256,0.5433582104,0.6025197171,0.1258679926,0.141926193,0.1743935833,25.52,31192.5612643343,0.6310588235,9382.6350800128,6.2496841492,0.8405024973,1.2530122366,0.916,9.93,32.9483108837,302901.286972787,25566.4364686998,24.562441473,143005.294546455
0.000095453,0.000001513,0.222543333,0.6452391038,0.0887767199,0.0848922176,0.2074659705,24.88,31082.7304752126,0.6133529412,9142.1695159326,6.000290515,0.8385953356,1.2190561849,0.894,9.84,31.6033973475,296268.838973403,25103.0768106621,24.1849825709,139287.042519604
9.83821841937E-05,0.0087343293,0.3601220234,0.6511860751,0.0697021356,0.0819311394,0.0733044468,26.58,31813.1588330407,0.6422352941,9050.9938976429,6.3051546509,0.8394943565,1.2477891772,0.952,10.32,33.88400425,291941.681132578,25634.3337889087,24.9287351674,144625.876271195
0.0001014215,0.0003294236,0.1937473159,0.6635736373,0.0611055415,0.0691148502,0.1396377833,25.7,25972.8549574894,0.6317058824,8548.5215867982,6.1622042402,0.8023334495,1.2608530755,0.9226666667,10.01,32.4130110934,266635.907060561,21859.8909190259,24.525146779,113683.390589471
0.000105516,0.1909229334,0.7137954406,0.6223829041,0.0243835944,0.1209909877,8.48364300948E-22,27.46,26689.9383969404,0.6692794118,7863.6972819573,6.4383710456,0.8696701167,1.2607282692,0.982,10.79,35.2958777648,241014.214387125,21368.7725035129,26.0222819173,123766.053861817
0.0001103046,0.0029740539,0.4447952092,0.6279639575,0.1324695526,0.1263559438,0.2050403591,24.96,24917.3341070622,0.6077794118,6918.3068381622,6.1082014652,0.82425072,1.2231763056,0.8973333333,9.61,32.3239517777,227931.329378536,20402.0027039051,24.0587406871,114487.88554593
0.0001122418,2.56385887519E-06,0.8739352655,0.8208163951,0.7081329573,0.6757575422,0.8569530456,7.94,18663.2138240571,0.2790588235,2960.5433789666,4.8331365579,0.707420528,0.9961231657,0.3146666667,3.75,13.9270667468,142792.971060017,14174.0439695967,14.4468281919,88238.5318121075
0.0001154009,0.0008842771,0.9985020947,0.8490410982,0.7362821826,0.6856763159,0.8179954216,8.64,17082.430856545,0.2478529412,2460.6120123597,4.6264419747,0.6501461122,0.9764662882,0.3313333333,3.75,14.5039415389,126827.923300377,12938.7490382597,13.4855867373,80195.4382438748
0.0001196557,2.39305511481E-05,0.1237172171,0.6997950781,0.0830308033,0.0528365286,0.1288658339,25.72,25254.638424263,0.6394705882,7842.7077032856,6.1435321068,0.8135675293,1.2322250608,0.922,10.32,33.0270266446,243270.619363816,20633.7356716803,24.5596078863,111747.407077746
0.0001219008,6.48198048348E-07,0.2893634658,0.6461919269,0.1150667344,0.1224484799,0.2571116887,24.16,24686.8968899696,0.5946617647,7193.0935889541,6.4176437174,0.8222190636,1.2863953158,0.8706666667,9.42,31.4762402978,236778.106097483,19987.220918297,23.7386434386,109892.25224051
0.0001266447,4.8231820617E-07,0.4594037488,0.6264779887,0.2042280384,0.2183592063,0.4217208152,21.12,23789.3574313372,0.5543676471,6578.5686516413,5.8643971307,0.8394854759,1.2158643477,0.7693333333,8.62,28.6638586301,225151.628701028,19064.2594877735,22.5650242829,106593.183226626
0.000130098,1.32659484141E-05,0.8414652074,0.7884387926,0.6802842896,0.6190313741,0.846730582,8.92,19937.6104827906,0.3235735294,3373.5083430086,5.4742184205,0.7759900126,1.1298591008,0.3526666667,4.5,16.1915380063,153191.188828335,15193.9171060028,16.2779972991,93899.8895500312
0.000135562,4.56542221263E-06,0.5288271534,0.6345116817,0.2557598749,0.268318405,0.4828189112,19.6,19956.7902458596,0.5176911765,5101.5037397369,6.3927360695,0.8240103045,1.2674890637,0.716,7.99,27.07447564,179226.861998646,16148.9847175024,21.8273035037,91161.9820404307
0.0001396231,0.0010800271,0.984114048,0.8204104537,0.6876732169,0.6375161942,0.7878625335,10.58,14964.773312007,0.3228235294,2573.8924813892,5.4261218504,0.6788824452,1.0974833922,0.4026666667,4.72,16.9565078786,115260.82693047,11487.3142963904,15.5874858056,69795.049019648
0.0001412022,2.83193140189E-06,0.785313884,0.7529165548,0.5743305661,0.5502845704,0.761879593,11.48,18615.1773524054,0.3731470588,3481.7304216679,5.9169058997,0.7758533162,1.1843628514,0.4406666667,5.33,18.5993139434,151234.811691671,14468.2255186267,17.6260567187,86857.6368822198
0.0001488093,6.28690096593E-07,0.1813403261,0.7008865437,0.1044901265,0.0752316858,0.1737668774,25.08,19598.3853479108,0.6276323529,5928.6570331776,6.3538120491,0.8089985592,1.247818857,0.9013333333,9.9,32.5501076234,184463.337215257,16163.3505616379,24.3687345572,87335.462296344
0.0001514103,0.0001137135,0.9526629204,0.8889242241,0.8300977693,0.8164885453,0.9161598798,4.54,9056.5103875309,0.1591617647,1115.6981655225,3.201493673,0.4489374087,0.6664655602,0.1813333333,2.21,8.4377157253,65923.7989501393,6904.8594859616,9.2626622033,42165.0564598969
0.000154481,2.42329123049E-06,0.6658921592,0.6790396574,0.4106815924,0.3877596821,0.6500554523,16.2,20554.77554496,0.4812058824,4790.7629570129,6.1361647519,0.8306991123,1.2280829769,0.6013333333,7.25,23.7009436097,180093.379688879,16325.0445741428,20.6833721007,95441.1701668103
0.0001589396,0.0193893333,0.0554355879,0.7541915255,0.0193927207,0.012454144,0.0056787689,27.56,18523.5478688911,0.6653970588,5767.9410661827,6.2532173382,0.7810605764,1.242899479,0.9853333333,10.68,35.0548324552,172654.038227074,15324.9587587814,25.69341418,81990.8717756137
0.0001679915,1.28518616055E-06,0.6404911083,0.6746167721,0.3839840518,0.3658980396,0.6046948822,16.74,15550.8152004831,0.4735147059,3506.4651956269,6.0682945943,0.8038211409,1.2303240002,0.6213333333,7.11,24.4394953314,133319.3178815,12688.5991840666,20.8502446889,71511.5974433363
0.0001690594,0.000178407,0.6906797384,0.6912882713,0.4199924225,0.4037696528,0.6290175462,15.86,16393.7854683322,0.4706323529,3762.3744583191,6.2752644855,0.826289986,1.2531935429,0.5913333333,7.03,23.5289476965,140215.501955564,13039.8100506053,20.485826463,75304.3983049245
0.0001763116,0.0001386277,0.6025180051,0.6658438199,0.3618753262,0.3379377998,0.5767276079,17.68,16925.8346582672,0.4937794118,3956.3824722234,6.1650348263,0.8155646973,1.2539176789,0.654,7.48,25.5556628087,146508.581776653,13526.9082119474,21.2819096944,77499.2257270324
0.0001791137,0.000065863,0.7157015356,0.6975843318,0.4300602878,0.4008160411,0.6467422977,15.5,14543.7281451829,0.44925,3474.5403603177,6.1392703963,0.8131887547,1.2427907252,0.576,6.78,22.7461085955,129704.03217907,11783.8513813642,19.9498547153,66976.1762504524
0.000188799,0.0326192457,0.3236238154,0.7050857305,0.0277723081,0.0565240172,0.0074651865,27.42,16784.9009115284,0.6594705882,5242.4002277399,6.2440778388,0.8215397103,1.2410853472,0.98,10.64,34.5367340499,155675.670238728,13701.6831189949,25.1773989692,74499.3340902335
0.0001929885,0.0023015145,0.7605332094,0.668415526,0.351845464,0.3232823074,0.4910629943,19.52,13988.1183762681,0.5179264706,3599.0333765705,6.361214369,0.8019639112,1.2544796013,0.7133333333,7.97,27.3006984732,124439.78150229,11389.0053345202,21.574696258,64468.1958777557
0.000195352,0.072883681,0.0633185225,0.7581418121,0.0298433906,0.0138422594,0.0019730965,27.36,16216.2340817607,0.6636323529,5126.4787108097,6.0339453602,0.78655553,1.2265076777,0.9786666667,10.57,34.4547502651,151401.557828262,13339.5597527554,25.3467013616,70916.3259852222
0.0002061668,1.02033287836E-05,0.5809848885,0.6584106501,0.3308185296,0.3275330005,0.5760722797,17.92,14951.3137216063,0.4957058824,3682.9617896308,6.1475647686,0.8223317766,1.2341510012,0.6593333333,7.58,25.4990649002,131895.316731248,11999.3070775435,21.801673014,67305.6976587538
0.0002073899,3.60097902867E-05,0.3879386844,0.6560033421,0.1573873768,0.1604658116,0.3315788262,22.52,14719.345347164,0.5642352941,4067.9774265435,6.2747540515,0.8004574273,1.2657147023,0.8146666667,8.82,30.1298757935,136108.831591666,12066.3688780905,23.2950043805,66555.4057965906
0.0002137655,0.0144140516,0.8131138948,0.6514399508,0.110939587,0.1778380898,0.1214294643,26.08,14308.5670433996,0.6468235294,4237.5150814268,6.4774141137,0.8605057265,1.2760604828,0.9346666667,10.19,33.963116256,127479.550956817,11693.600943268,24.9235438829,64460.4735331149
0.0002238764,3.46305062489E-06,0.2942788476,0.6814189506,0.1237969112,0.1097297267,0.2614413821,24.18,12803.4609683911,0.5890441176,3864.9700013107,6.0760903818,0.789922762,1.2322064955,0.8693333333,9.53,31.1623950271,119590.99683144,10803.1291810871,23.4708280108,55820.5344299962
0.0002324164,3.656909651E-07,0.3293370794,0.6784426802,0.1700748605,0.1479503408,0.3107279037,22.96,12597.0453720386,0.5746764706,3740.4792368654,6.4369670885,0.7816686767,1.2885958334,0.826,9.12,30.1926021678,118991.64738005,10574.0493622974,23.1719123661,55284.6224475072
0.0002355737,4.96592984627E-06,0.5730714504,0.658156905,0.3137156986,0.3030752313,0.5303161801,18.5,11748.7298060963,0.5162794118,3317.348528833,6.0911559552,0.8067168566,1.2502311963,0.68,7.92,25.6511724274,110539.072176943,9816.8355418885,21.5129170374,52132.3111698882
0.0002415236,2.62278672824E-07,0.6014873972,0.6795072326,0.3576603171,0.3233325409,0.5703090716,18.18,11281.3619314343,0.4953382353,2867.9885979687,6.4742311577,0.8002312971,1.2693610222,0.6666666667,7.54,25.850097451,99765.0891432881,9186.1541591151,21.4991571633,50928.3833752595
0.0002506622,0.0001017501,0.3714312258,0.6782458676,0.1793646895,0.1667416201,0.3636802454,22.32,11564.8462985984,0.5698382353,3397.0313139354,6.0510994561,0.7940445118,1.2393260077,0.8073333333,8.97,29.7071905542,107114.581390756,9747.6472866965,23.3756317995,51156.9783372409
0.0002563543,0.0295027312,0.196156456,0.7395809707,0.0220018839,0.0390014788,0.004689817,27.48,11718.8779416169,0.6683235294,4072.5850971267,6.2693124098,0.7926166405,1.251774586,0.9826666667,10.67,35.0299656051,114191.77197665,9871.3884887693,25.7541177625,50999.8051076655
0.0002685681,0.0019192675,0.9070152368,0.735017394,0.4825273558,0.4566323854,0.5904002241,16.3,10642.7418930531,0.4390294118,2381.2438386246,6.1956265956,0.7702211399,1.2350064061,0.604,6.51,23.3689000155,87457.4859389618,8582.904931488,19.3064993238,49052.3431050735
0.0002712184,2.51898030037E-05,0.8741209354,0.8040869607,0.6830040579,0.630488718,0.8305271177,9,9033.9322647109,0.2959852941,1668.1949415955,5.2286237374,0.7182904101,1.0581034481,0.3533333333,4.31,15.5585736079,73010.9675705275,7075.9349438203,15.6243577878,40350.025597246
0.0002867242,3.26104164846E-07,0.6891011631,0.7111064179,0.4616655549,0.4162915195,0.6691955669,15.38,9791.1509557716,0.4553088235,2318.1862418391,6.0138358308,0.7763060089,1.2328888688,0.5706666667,6.86,23.0846717293,82864.9501421091,7977.0901015848,19.6933685755,44928.8641867538
0.0002879333,0.0015545896,0.5445754995,0.662763696,0.2480405667,0.2174661206,0.370252881,22.2,10421.3967312199,0.5624852941,2976.8896776238,6.4283475136,0.7957753169,1.2455203898,0.8026666667,8.89,29.2583826608,94940.9840034137,8692.4452303019,22.3707189594,46090.0259362663
0.0003024147,2.13107946553E-06,0.75198768,0.7352913096,0.5216636214,0.4815367764,0.708020121,13.46,7574.0904766154,0.4005147059,1820.5539885577,5.7472006882,0.7267301593,1.1899837981,0.5053333333,5.87,20.3868504909,66312.2977388842,6204.121753948,18.4601592753,33600.863882387
0.0003068986,3.01347034351E-06,0.477647137,0.6710231485,0.2573464729,0.2340009181,0.4600454085,20.36,9787.1429407105,0.534,2790.5757761946,6.2533833666,0.7797238353,1.2596002064,0.744,8.38,27.8848214789,89207.1143804573,8196.0863379689,22.2086210446,43595.4154677513
0.0003186204,0.0002823952,0.1089686292,0.7590763432,0.0874100186,0.0422518985,0.1064502257,25.7,9569.7917986379,0.6197647059,3082.4627038849,6.1475944333,0.7497491187,1.2606455379,0.922,9.94,33.4424247084,89153.2654949117,8119.1257374416,24.5432097039,41484.980332426
0.0003240437,0.0015180908,0.4571258557,0.6632183493,0.2164412755,0.1958622629,0.3554748095,22.3,9070.0154679766,0.5636029412,2760.3252603546,6.1971703852,0.7477907706,1.2570640695,0.8093333333,8.81,29.3511980962,84064.6910615895,7717.2708632685,22.8327278854,39726.1152808705
0.0003409592,3.23707587935E-05,0.2756497102,0.7129594262,0.1446054833,0.1100426539,0.2613623358,24,8339.195770965,0.5732352941,2623.6516489542,5.9675552226,0.7461776469,1.226389729,0.864,9.47,30.5909295744,79581.7840294505,7150.9958790387,23.0303778335,35397.0984368789
0.000349978,1.06340942309E-05,0.823548005,0.7910220781,0.6462675146,0.5983091578,0.8093238332,10.02,6525.737961101,0.3403382353,1462.389618661,5.4394513265,0.6781101444,1.0806355542,0.3893333333,4.85,16.8806524966,54025.2022833171,5407.4434563885,16.1378887537,29647.7711463566
0.0003556984,0.0028712913,0.3362463254,0.7113542031,0.1261083915,0.1174335692,0.2031850856,24.96,8971.7752443372,0.6166176471,2788.9403289165,6.1650944333,0.7697176013,1.2404186212,0.898,9.82,32.6115737579,81679.4512254418,7540.27403453,24.2879663439,39108.4639342733
0.0003756263,1.02182713303E-07,0.2492212957,0.7251190261,0.1376643035,0.0991836491,0.2339253901,24.18,7867.56175743,0.5901029412,2499.1423653828,5.8692086525,0.754421325,1.1816008952,0.8713333333,9.57,30.333151158,72844.4749221146,6742.6595645298,23.2509869471,33496.8754901388
0.0003844868,0.000178989,0.0407568369,0.7829628138,0.0586095439,0.0133043536,0.0328903683,26.68,8222.2542311037,0.6175882353,2717.9203418382,6.0680340215,0.7316231775,1.2272473457,0.9553333333,10.28,33.4893872367,78428.9271870317,7060.7162600358,24.2848314214,35114.8597433703
0.0003968632,9.16263685829E-06,0.9947437811,0.9908669393,0.9887222151,0.9853022356,0.9978064179,0.3,311.3745718025,0.0151764706,60.502590307,0.2814925907,0.0360448374,0.0577297936,0.014,0.21,0.7085639654,2228.0197251838,581.0535515536,0.9331395293,1344.6893591467
0.0004003552,4.62391035967E-07,0.9478422025,0.8938096069,0.8428514058,0.828347029,0.9373035771,4.1,3061.9797243117,0.1677647059,565.321457684,3.0323725719,0.3805638654,0.6231501021,0.1666666667,2.27,8.2678443257,22108.8311966383,2574.7707629881,9.0767828704,13775.1606755208
0.0004197502,0.010049758,0.7813221895,0.6894748009,0.1708215472,0.1935106185,0.1994931121,25.08,6431.3052767309,0.6269558824,2141.1470673513,6.2746360861,0.8053171843,1.238775121,0.902,10.02,32.7390274141,58000.7526714521,5490.2678063049,24.3831526027,27854.0139749709
0.0004362015,2.68088227096E-07,0.0451994588,0.7773220037,0.0624878039,0.021640629,0.0504444161,26.22,7320.3455293301,0.5916323529,2393.9244055308,5.9970462315,0.7024698102,1.2446629025,0.9406666667,10,33.1352495761,69944.1582513911,6306.4290078777,23.7756830133,30786.4624924993
0.0004471715,0.1590621103,0.1674477977,0.7786136151,0.0241224703,0.0385906865,5.07888994251E-276,27.66,7351.945504512,0.6629852941,2516.7848996768,6.2806197969,0.7530052513,1.2462846563,0.988,10.75,34.9742644296,66814.3326217944,6319.7268464257,25.3137284634,31260.1516711072
0.0004618414,3.99807649898E-06,0.9413885334,0.8863422164,0.8287275715,0.803186135,0.9247425079,4.48,3467.9277945149,0.1720882353,575.775203265,3.0928461816,0.4105484565,0.6482142208,0.1826666667,2.44,8.583715637,25154.6451328183,2880.7438126574,9.5429955129,15712.9974650899
0.0004739779,0.0001010204,0.8527700186,0.7977580254,0.6677255655,0.6245072096,0.8262704616,9,4541.7953781389,0.2991029412,910.3431121701,5.174237679,0.5925376616,1.0632983178,0.3526666667,4.29,15.7213002222,34480.7074641147,3800.8511544957,15.4137863093,20748.8446395637
0.0004802625,0.0040595555,0.4711284957,0.6954347205,0.1644458212,0.1471415206,0.2337950289,24.34,6378.2984641826,0.6034264706,2049.2053694786,6.4109693917,0.7680367736,1.2413184841,0.8773333333,9.6,31.7483397972,57043.2262740225,5483.2383488623,23.6436007094,27402.0558305529
0.0004960913,0.0003406049,0.8677322232,0.7962028054,0.6723467613,0.611631866,0.8225563685,9.74,5368.9933572184,0.3173823529,1128.0988032926,5.4562747253,0.6467935422,1.1253856832,0.3786666667,4.53,16.7060740722,43361.9078311976,4411.5044829025,16.2911683856,23512.839629818
0.0005196697,0.000489339,0.950495694,0.8592028282,0.7631468037,0.7235993848,0.8647137025,6.8,3107.7580171905,0.2201176471,557.1545945371,3.9955684316,0.4576846012,0.8475825949,0.2673333333,3.28,11.8630914939,21683.1351434069,2636.815073063,12.0405465125,13996.4875638955
0.0005327021,0.0002776505,0.6722136498,0.7092177885,0.4437989553,0.390663515,0.6322631863,15.76,5148.0422029169,0.4337941177,1328.2091949334,6.1208811744,0.6892114636,1.2320655184,0.586,6.71,23.2552934123,43790.3680559513,4392.3199287864,19.4351557668,22941.1516645892
0.000554011,0.2129331634,0.3453489407,0.7402733093,0.0229808673,0.0578534514,0.0039514443,27.58,5253.7585016467,0.6762794118,1971.0450055188,6.169481796,0.7560642741,1.2270344501,0.9853333333,10.78,34.865783187,48195.39743974,4751.5157845829,25.8671463385,21411.982022598
0.0005626342,0.0668689801,0.9347270837,0.7001259007,0.0250298627,0.1610999069,0.005911376,27.58,5176.8149737927,0.6565294118,1813.8128185286,6.458540404,0.8271290846,1.2620282636,0.986,10.59,34.5773062662,45304.1333169826,4523.6159729675,24.9882929696,22476.9058495705
0.0005856292,1.49736642413E-07,0.2559043569,0.7310720994,0.1513100277,0.1133775773,0.2562621421,23.44,5704.8625401018,0.5622205882,1776.8990186704,6.0683287823,0.6939507649,1.218592439,0.8453333333,9.14,30.1473652439,49604.7407084265,4928.0536738163,23.2481828648,23897.5761064775
0.0006024146,0.030627147,0.1203631968,0.7720783826,0.0228972117,0.0205529797,0.0037372235,27.5,5408.4115114333,0.6616176471,1979.9562610318,6.317014097,0.7326938218,1.2292834256,0.9833333333,10.66,34.8392031295,49983.5292862567,4846.5799696684,25.2434291553,22555.666511472
0.0006091207,0.002331415,0.3014392609,0.7273430949,0.1197309297,0.0877789875,0.163656404,25.28,4975.8102893814,0.6101617647,1756.8961663767,6.1192789988,0.71892107,1.208363732,0.9093333333,9.94,31.8890603725,45629.1699416674,4455.3240750382,23.932314232,20666.2880421463
0.000643237,0.0234249319,0.8112067077,0.7056170704,0.0630715957,0.1559213135,0.0470618657,27.06,4565.8797244595,0.6501764706,1625.492311923,6.6692802475,0.7893827788,1.293847057,0.9666666667,10.39,34.6061919796,39684.0947653687,4054.6860996734,24.9573670394,19558.6234001378
0.0006512184,1.13185188877E-05,0.8204482349,0.7930859583,0.6351858846,0.5759016567,0.7968207715,10,3194.905353218,0.3085882353,774.0442386504,5.5670903818,0.5585930361,1.1329043137,0.38,4.63,16.6950269557,26496.8911026058,2811.0221737887,15.4593830521,13813.8427642317
0.000679969,2.29541588259E-05,0.4689815916,0.7034217541,0.2491203705,0.2198899189,0.4288983581,20.56,4753.2351856262,0.5064117647,1414.523109497,6.0492828005,0.6958320752,1.2173782365,0.748,8.25,27.3743340056,41392.3661624724,4164.9868345516,21.4373981548,20082.4848786932
0.0007007165,1.35315989754E-06,0.7556744775,0.7605869323,0.5771357018,0.5085162206,0.7394945245,11.94,3880.9554208452,0.3415882353,893.3014043119,5.6084913697,0.6045001072,1.1580408656,0.446,5.44,19.2411896216,31724.1368799129,3323.9062142471,17.426035142,16724.0925297246
0.0007182748,0.0003215771,0.903191155,0.8330051027,0.7337373701,0.6742011595,0.8511908349,8.02,3384.1716413707,0.2519411765,644.9882820291,4.7543384116,0.5041333048,0.9774957973,0.3086666667,3.77,14.1790499052,25493.2203152799,2860.2251970505,13.2910458347,14980.9332818699
0.0007377804,0.1102311223,0.4732062878,0.7329932945,0.0217561294,0.0779577779,0.0019515633,27.56,4245.5251493668,0.6670147059,1604.9339926309,6.51445449,0.7524766409,1.2625891006,0.9846666667,10.61,35.1953060025,37634.0366824186,3864.8838583699,25.7159042992,17461.595918828
0.0007525713,1.55308311719E-05,0.3645017172,0.7185953902,0.1932027445,0.1404099234,0.3083208186,22.74,4385.6411500182,0.5230441176,1366.0569895217,6.2064252414,0.673072937,1.2327365774,0.8206666667,8.79,29.0682378347,38451.5544732707,3867.7395399733,21.737400288,18085.0590308786
0.0007869233,0.0163779704,0.1488902508,0.7641560608,0.0282243341,0.0314160933,0.0177220286,27.42,3704.1981092193,0.6639411765,1526.5073826845,6.4349161394,0.6961424729,1.2521651886,0.98,10.75,34.6379069627,34844.7538268743,3515.3247031256,25.4384876905,14197.4867748455
0.0008112751,0.2475676971,0.4873788055,0.7220697235,0.0140822126,0.092094875,0.0017851103,27.68,3933.6358037222,0.6655,1548.7235795479,6.5451194916,0.7633899572,1.2887566751,0.9886666667,10.73,35.7525447525,35280.072626384,3602.8339410966,25.525796848,15743.3367702063
0.0008195303,5.5856360651E-07,0.0818007262,0.7791400472,0.094066222,0.0314793837,0.0761481835,25.5,4266.3557972624,0.5625,1392.1917827992,6.1525987901,0.6336992363,1.2587819968,0.9153333333,9.61,31.6507680993,36996.6228134071,3821.0842087247,23.0124228529,17366.5025120674
0.0008525786,0.0072647859,0.6099898718,0.7132588345,0.139523829,0.1515527089,0.1682020921,25.64,3461.301353282,0.6235,1321.6933369194,6.3797249972,0.7249062433,1.276559614,0.92,9.93,33.016567986,30606.0649181606,3238.3072248356,23.9142405932,13762.4711681697
0.00088608,0.000081423,0.0274456751,0.7840863622,0.0857229207,0.0127602013,0.0253869649,25.68,3582.2229000433,0.5729411765,1316.8906803905,6.2047234155,0.6134526435,1.253326318,0.92,9.86,31.5256730833,32815.9447654805,3364.583810688,23.3098226871,13754.8143720228
0.0009179045,1.09513941825E-05,0.8935224096,0.8492721482,0.7555294779,0.7102434575,0.8601708498,6.66,2262.0003018832,0.2234411765,489.6241608841,4.3271541792,0.43304551,0.9137511887,0.2613333333,3.34,12.3537346541,17701.7532314801,2022.7553281926,12.52242192,9573.829380843
